Tags	Traveler Usefulness (1-10)	English	Romanji	Japanese
Food; Culture	1	Traditionally people in West Japan enjoy tempura with salt, whereas people in East Japan dip it in a special sauce.	Nishi Nihon de wa tempura o shio de tabemasu ga, higashi Nihon de wa tentsuyu ni tsukete tabemasu.	西日本では天ぷらを塩で食べますが、東日本では天つゆにつけて食べます。
Food; Culture	1	In winter, Japanese people enjoy hotpot dishes by sharing food in one big pot with family members.	Fuyu wa, kazoku min'na de nabe o kakonde shokuji o tanoshimimasu.	冬は、家族みんなで鍋を囲んで食事を楽しみます。
Food; Culture	1	Japanese people eat sakuramochi on the 3rd of March -Girls' Day.	Nihon-jin wa, sakuramochi o san-gatsu mikka Hinamatsuri no hi ni tabemasu.	日本人は、桜餅を三月三日ひな祭りの日に食べます。
Food; Culture	1	Ramune melts in the mouth like sugar.	Ramune wa, sat no y ni kuchi de tokemasu.	ラムネは、砂糖のように口で溶けます。
Food; Culture	1	Dumplings eaten at cherry-blossom viewings are coloured pink, white and green.	Hanami dango wa pinku, shiro, midori no san-shoku desu.	花見団子はピンク、白、緑の三色です。
Food; Culture	1	"Sweet bean jelly is very sweet, so it goes well with a bitter green tea called ""matcha""."	Y kan wa, totemo amai no de nigai matcha to yoku aimasu.	羊羹は、とても甘いので苦い抹茶とよく合います。
Food; Culture	1	There are many different types of custard pudding in Japan: some are available at supermarkets, while others are posh desserts from famous patissiers.	Nihon ni wa, s.p. de kaeru purin kara y.mei patishie no k ky. dez.to made, iroiro na taipu no purin ga arimasu.	日本には、スーパーで買えるプリンから有名パティシエの高級デザートまで、いろいろなタイプのプリンがあります。
Food; Culture	1	Apples from Aomori prefecture in season are sweet and very juicy.	Aomori-ken no shun no ringo wa, amakute mizumizush desu.	青森県の旬のりんごは、甘くてみずみずしいです。
Food; Culture	1	Bitter Japanese persimmons become very sweet when they're dried.	Shibugaki wa, hoshigaki ni suru to amaku narimasu.	渋柿は、干し柿にすると甘くなります。
Food; Culture	1	In Japan, cherries are one of the most expensive fruits.	Nihon de wa, sakurambo wa ichi-ban takai kudamono no hitotsu desu.	日本では、さくらんぼは一番高い果物の一つです。
General; Food	3	I ate an apple a little while ago.	Sakki, ringo o tabemashita.	さっき、りんごを食べました。
General; Food	3	Cherries look cute.	Sakuranbo wa, katachi ga kawaii.	さくらんぼは、形がかわいい。
Activities; Culture	1	Japanese people enjoy a game at the beach during the summer in which you have to find and split a watermelon with a stick while blindfolded.	Nihon-jin wa, natsu ni umi de mekakushi o shite suika o waru g.mu o shimasu.	日本人は、夏に海で目隠しをしてスイカを割るゲームをします。
General; Food	2	Watermelon is a summer fruit.	Suika wa, natsu no kudamono desu.	スイカは、夏の果物です。
Food; Culture	1	Ehime and Wakayama prefectures are famous for their mandarin oranges.	Ehime-ken to Wakayama-ken wa, mikan de y.mei desu.	愛媛県と和歌山県は、みかんで有名です。
Food; Culture	1	Many Japanese like eating cucumbers pickled with salt.	Nihon-jin no ku wa ky.ri no tsukemono ga suki desu.	日本人の多くはきゅうりの漬物が好きです。
Food; Culture	1	Many children don't like green pepper in Japan due to its bitter taste.	P.man wa nigai no de, p.man ga kirai na kodomo ga takusan imasu.	ピーマンは苦いので、ピーマンが嫌いな子供がたくさんいます。
Health; Food Facts	1	Recent studies show that eating onions improves blood flow.	Saikin no kenky. de, tamanegi o taberu to ketsury. ga yokunaru koto ga wakarimashita.	最近の研究で、たまねぎを食べると血流がよくなることがわかりました。
General; Food	2	Cucumber is a summer vegetable.	Ky.ri wa, natsu no yasai desu.	きゅうりは、夏の野菜です。
Food; Culture	1	Eating Japanese eggplants, particularly autumn eggplants, is said to lower body temperature.	Nasubi no naka de mo, akinasu o taberu to taion o sageru to iwarete imasu.	なすの中でも、秋なすを食べると体温を下げると言われています。
General; Food	2	Cutting up an onion makes your eyes tear up.	Tamanegi o kiru to namida ga deru.	たまねぎを切ると涙が出る。
General; Food	2	Carrots are good for your health.	Ninjin wa karada ni ii.	人参は体によい。
Activities; Culture	1	Elementary school children learn calligraphy at school.	Sh gakusei wa, gakk no shod no jugy de sh.ji o naraimasu.	小学生は、学校の書道の授業で習字を習います。
Arts; Culture	1	Haiku poetry expresses very deep thoughts with a very limited number of words.	Haiku ni wa, kagirareta moji ni fukai omoi ga komerarete imasu.	俳句には、限られた文字に深い思いが込められています。
Events; Culture	1	When there's a festival, fireworks are often also set off.	Matsuri ga aru toki wa, yoku hanabi mo ageraremasu.	祭りがあるときは、よく花火も上げられます。
Events; Culture	1	At the first visit to the shrine of the year, people buy lucky charms and protective charms for the coming year and return those from the past year.	Hatsum de de wa omamori o kai, furui omamori o kaeshimasu.	初詣ではお守りを買い、古いお守りを返します。
Events; Culture	1	Obon is a period of honoring one's ancestors, so it's important to clean the family graves before welcoming their spirits.	O-bon wa sosen o matsuru kikan na no de, sosen no rei o mukaeru mae ni o-haka o s ji suru no wa taisetsu na koto desu.	お盆は祖先を祭る期間なので、祖先の霊を迎える前にお墓を掃除するのは大切なことです。
General; Animals	3	It's my dog.	Watashi no inu desu.	私の犬です。
General; Animals	1	The “shibaken” is a Japanese breed of dog which has always been one of the most popular with Japanese people.	Shibaken to iu inu wa, tsune ni Nihon-jin ni ninki no aru Nihonken desu.	柴犬という犬は、常に日本人に人気のある日本犬です。
General; Animals	1	Turtles are said to live for 10,000 years.	Kame wa ichi-man-nen ikiru to iwarete imasu.	亀は一万年生きると言われています。
General; Animals	2	The sea turtle is swimming in the sea.	Umigame ga umi o oyoide iru.	海亀が海を泳いでいる。
General; Animals	3	There is a cat under the table.	T.buru no shita ni neko ga imasu.	テーブルの下に猫がいます。
General; Animals	2	The brown rabbit is eating leaves in the garden.	Chairoi usagi ga niwa de happa o tabete iru.	茶色い兎が庭で葉っぱを食べている。
General; Animals	1	In Japan, monkeys also enjoy hot natural springs in winter.	Nihon de wa, fuyu ni saru mo onsen o tanoshimimasu.	日本では、冬に猿も温泉を楽しみます。
General; Animals	1	The monkeys are eating ants with a stick.	Saru ga b. de ari o tsukamaete tabete iru.	猿が棒で蟻を捕まえて食べている。
Plants; Nature	1	Japanese people enjoy cherry blossom viewing at night as well.	Nihon-jin wa, yozakura mo tamoshimimasu.	日本人は、夜桜も楽しみます。
Plants; Nature	1	Chrysanthemums are a typical flower to offer at the Buddhist family altar and tomb.	Kiku wa, bukka no daihy teki na hana desu.	菊は、仏花の代表的な花です。
Plants; Nature	1	The color of a hydrangea depends on the pH level in the soil.	Ajisai no hana no iro wa, doj no sanseido ni yotte kimarimasu.	アジサイの花の色は、土壌の酸性度によって決まります。
Plants; Nature	5	The cherry blossoms are pretty, aren't they?	Sakura ga kirei da ne.	桜がきれいだね。
Plants; Nature	3	I bought a chrysanthemum.	Kiku no hana o katta.	菊の花を買った。
Decorations; Culture	1	During the New Year period, traditional decorations made from pine and bamboo are placed in front of houses.	Sh gatsu no aida, kadomatsu o ie no mae ni kazarimasu.	正月の間、門松を家の前に飾ります。
Food; Culture	1	Many Japanese people enjoy grilled or cooked ginkgo seeds.	.kuno Nihon-jin ga, ich no tane de aru gin'nan o kononde tabemasu.	多くの日本人が、銀杏の種であるぎんなんを好んで食べます。
Geography; Nature	2	Mt. Fuji is a very tall mountain.	Fuji-san wa totemo takai yama desu.	富士山はとても高い山です。
Geography; Nature	1	The longest river in Japan is Shinanogawa.	Nihon ichi nagai kawa wa, Shinano-gawa desu.	日本一長い川は、信濃川です。
Activities; Culture	1	In summer, children enjoy hand-held fireworks at the beach.	Natsu ni wa, kodomo-tachi wa umi de temochi no hanabi de asobimasu.	夏には、子供たちは海で手持ちの花火で遊びます。
Common Phrases; Storytelling	1	He said that he had seen a mermaid in the sea.	Kare wa, umi de ningyo o mita to itta.	彼は、海で人魚を見たと言った。
Geography; Nature	1	Sakurajima is a volcano which still has many small-scale eruptions every year.	Sakura-jima wa, mada, maitoshi ch.sai funka o kurikaeshite iru kazan desu.	桜島は、まだ、毎年小さい噴火を繰り返している火山です。
Demographics; Geography (Japan)	1	Out of the Japanese population of 128 million people, 13 million, which is almost one-tenth, reside in Tokyo.	Nihon no zen jink ichi-oku ni-sen happyaku-man-nin no uchi, j.-bun no ichi ni ataru sen san-byaku-man-nin ga T ky ni sunde imasu.	日本の全人口一億二千八百万人のうち、十分の一に当たる千三百万人 が東京に住んでいます。
People; Culture	1	It is often said that people in Osaka are generally very friendly and kind.	.saka no hito wa, shitashimiyasukute shinsetsu da to iwarete imasu.	大阪の人は、親しみやすくて親切だと言われています。
Geography (Japan); History	1	Nagasaki is one of the two cities that experienced the atomic bomb during the Second World War.	Nagasaki wa, dai ni-ji sekai taisench. ni gembaku no higai o uketa futatsu no toshi no hitotsu desu.	長崎は、第二次世界大戦中に原爆の被害を受けた二つの都市の一つです。
Introductions; Origin	7	I'm from Tokyo.	Shusshin wa T ky desu.	出身は東京です。
Geography (Japan); Cities	1	Sapporo city has hosted many different international sporting events over the years.	Sapporo-shi de wa naganen ni watari, samazama na sup tsu no ibento ga kaisai sarete imasu.	札幌市では長年にわたり、様々なスポーツのイベントが開催されています。
Geography (Japan); Landmarks	1	The Atomic Bomb Dome in Hiroshima is the symbol of the people's wish for peace.	Hiroshima no genbaku d mu wa, hitobito no heiwa o negau kimochi no sh ch desu.	広島の原爆ドームは、人々の平和を願う気持ちの象徴です。
Sports; Baseball	1	"A famous baseball event is the ""Koshien"", which is a high school baseball tournament held each summer."	"k sei no yaky. taikai dearu """"k shien"""" wa y.mei na taikai desu."	高校野球大会である「甲子園」は有名な大会です。
Sports; Baseball	1	The baseball players had a wonderful time with the children.	Yaky. senshu-tachi wa kodomo to subarashii hitotoki o sugoshimashita.	野球選手たちは子供と素晴らしいひとときを過ごしました。
Soccer; Sports	3	I'm bad at playing soccer.	Sakk. ga nigate desu.	サッカーが苦手です。
Sports; Volleyball	1	In Japanese volleyball, there is a unique system of a nine player team.	Nihon no bar.b ru niwa, ky.nins. bar. toy. tokubetsuna s.do ga arimasu.	日本のバレーボールには、九人制バレーという特別な制度があります。
Sports; Baseball	2	The players are playing baseball.	Senshu-tachi ga yaky. o shite iru.	選手たちが野球をしている。
Soccer; Sports	1	Since 1999, the Japanese soccer league has had two divisions: J-1 and J-2.	sen ky.hyaku ky.j. ky.nen ik , nihon no sakk. wa jeiwan to jeits. no futatsu no r.gu ga arimasu.	千九百九十九年以降、日本のサッカーはJ1とJ2の二つのリーグがあります。
Sports; Sumo	1	Recently, foreign wrestlers have been giving impressive performances in sumo.	kin'nen, sum dewa gaikokujin rikishi ga subarash. katsuyaku o misete imasu.	近年、相撲では外国人力士が素晴らしい活躍を見せています。
Sports; Volleyball	2	I used to belong to a volleyball club.	Bar.b ru bu ni shozoku shite imashita.	バレーボール部に所属していました。
Sports; Judo	1	Judo teaches not only martial techniques, but also spiritual lessons of good manners and respect.	J.d no oshie wa, bujutsu dake denaku, seishinmen ya reigi nimo oyobimasu.	柔道の教えは、武術だけでなく、精神面や礼儀にも及びます。
Activities; Culture	1	Hot springs are not only relaxing, but are also believed to have medical healing properties.	onsen wa, rirakkusu dekiru dakedenaku, chiry k ka mo aru to iwarete imasu.	温泉は、リラックスできるだけでなく、治療効果もあると言われています。
Theme Parks; Entertainment	1	(The Japanese) Disney Resort is an amusement park that more than 24 million people visit every year.	Dizun. Riz to wa, maitoshi, nisen yonhyakuman-nin ij ga otozureru y.enchi desu.	ディズニーリゾートは、毎年、二千四百万人以上が訪れる遊園地です。
General; Shopping	1	When it comes to shopping, Japan is still considered a cash-based society.	kaimono ni oite wa, nihon wa mada genkin shugi shakai dato iemasu.	買い物においては、日本はまだ現金主義社会だと言えます。
Activities; Culture	2	There are a lot of good hot springs in Japan.	Nihon ni wa takusan ii onsen ga aru.	日本にはたくさんいい温泉がある。
Activities; Culture	1	Autumn is traditionally considered a good season for reading in Japan.	nihon dewa, aki wa dokusho ni saiteki no kisetsu to sarete imasu.	日本では、秋は読書に最適な季節とされています。
Entertainment; Movies	1	Some famous Japanese movie directors are Akira Kurosawa, Yoji Yamada and Takeshi Kitano.	Y.meina nihonjin eiga kantoku ni wa, Kurosawa Akira, Yamada Y ji, Kitano Takeshi ga imasu.	有名な日本人映画監督には、黒澤明、山田洋次、北野武がいます。
Likes; Preferences	4	I like movies.	Watashi wa eiga ga suki desu.	私は映画が好きです。
Landmarks; Culture	1	The original Golden Pavilion was burned down in an arson attack in 1950 and was re-constructed in 1955 as a replica of the original.	Kinkaku wa sen ky hyaku goj nen ni h.ka ni yori sh.shitushi, sen ky hyaku goj gonen ni saiken saremashita.	金閣は千九百五十年に放火により焼失し、千九百五十五年に再建されました。
Landmarks; Culture	1	Every year, thousands of people from all over the world visit Hiroshima Peace Memorial Park.	Maitoshi, sekaij kara takusan no gaikokujin ga Hiroshima heiwa kinen k.en o otozuremasu.	毎年、世界中からたくさんの外国人が広島平和記念公園を訪れます。
Landmarks; Culture	1	The site of the Todai temple complex has an area larger than 340,000 square meters.	T.daiji no shikichi wa, sanj yonman heih. m.toru ij. no hirosa ga arimasu.	東大寺の敷地は、三十四万平方メートル以上の広さがあります。
Landmarks; Culture	2	Mt. Fuji is a very tall mountain.	Fuji-san wa totemo takai yama desu.	富士山はとても高い山です。
Entertainment; Culture	1	There are many cafes in Akihabara in which girls dressed as maids serve customers.	Akihabara niwa, josei ga meido sugata de sekkyaku o suru kafe ga takusan arimasu.	秋葉原には、女性がメイド姿で接客をするカフェがたくさんあります。
Household; Culture	1	The family Buddhist altar is traditionally an essential and spiritual center of a Japanese family.	Butsudan wa, furukukara nihon no katei ni oite ch shintekina sonzai deshita.	仏壇は、古くから日本の家庭において中心的な存在でした。
Household; Culture	1	"A typical image of winter in Japan is a family sitting around a ""kotatsu"" eating mandarin oranges."	nihon no tenkeitekina fuyu no im.ji wa, kazokuga kotatsu o kakonde mikan o taberu y.su desu.	日本の典型的な冬のイメージは、家族がこたつを囲んでみかんを食べる様子です。
Household; Culture	1	"The most common type of miniature altar has a miniature shrine with a talisman inside it, which is called a ""fudamiya""."	"kamidana no ichiban ippantekina katachi wa, ofuda o nakani osameru, ""fudamiya"" to y kamidana desu."	神棚の一番一般的な形は、お札を中に収める、「札宮」という神棚です。
Household; Culture	1	"The area of a room in Japan is often described by the number of tatami mats it contains, such as ""6 tatami mats"" for a room measuring around 9.9 square metres."	"nihon dewa, oyoso ky ten ky heih. m.toru no heya o ""roku j."" to arawasu y.ni, heya no .kisa o tatami no kazu de arawashimasu."	日本では、およそ九点九平方メートルの部屋を「六畳」と表すように、部屋の大きさを畳の数で表します。
Household; Culture	1	After taking your shoes off at the entrance, the shoes should be lined up neatly with the toes pointing towards the front door.	genkan de kutsu o nuida ato wa, tsumasaki ga doa no h. o mukuy.ni soroemasu.	玄関で靴を脱いだ後は、つま先がドアの方向を向くように揃えます。
Medicine; Health	1	Because of Seirogan's strong smell, the pharmaceutical company that produces it invented a sugar-coated tablet version, which many people prefer.	Seirogan wa nioi ga tsuyoi node, t ij taipu ga hatsubai sare, ku no hito ni konomarete imasu.	正露丸は匂いが強いので、糖衣タイプが発売され、多くの人に好まれています。
Medicine; Health	1	Muhi is one of the longest selling anti-itch creams in Japan.	muhi wa, nihon de nagaku tsukawareteiru kayumi dome desu.	ムヒは、日本で長く使われているかゆみ止めです。
Medicine; Health	1	From children to the elderly, Japanese people use hot or cold pads for muscle pains and injuries.	kodomo kara otona made, hiroi sedai no nihonjin ga itami ya kega ni shippu o tsukaimasu.	子供から大人まで、幅広い世代の日本人が痛みや怪我にシップを使います。
Medicine; Health	1	TV commercials for cold medicines are broadcast more often in winter.	kazegusuri no sh.emu wa, fuyu ni yoku nagaremasu.	風邪薬のコマーシャルは、冬によく流れます。
Medicine; Health	1	There are around fifteen major types of headache medicines available without prescription in Japan.	Nihon dewa, shoh sen no iranai zuts.yakuga yaku j.go shurui mo arimasu.	日本では、処方箋のいらない頭痛薬が約十五種類もあります。
Transportation; Bus	7	For long-distance journeys, all-day and all-night buses are also available.	Ch.kyori ryok. ni wa, k.sokubasu mo arimasu.	長距離旅行には、高速バスもあります。
Transportation; Train	6	While local trains are all non smoking, some bullet trains have a few cars where smoking is allowed.	Zairaisen ga subete kin'en nanoni taishi, shinkansen niwa kitsuen shary. ga aru b i ga arimasu.	在来線がすべて禁煙なのに対し、新幹線には喫煙車両がある場合があります。
Transportation; Train	9	I'll buy a train ticket.	Densha no kippu o kaimasu.	電車の切符を買います。
Transportation; General	7	Which is faster, a bus or a train?	Basu to densha, dochira no h. ga hayai desu ka.	バスと電車、どちらの方が速いですか。
Transportation; Train	7	Have you ever taken the Shinkansen?	Shinkansen ni notta koto ga arimasu ka.	新幹線に乗ったことがありますか。
Transportation; Air Travel	5	I don't like airplanes.	Hik.ki ga nigate desu.	飛行機が苦手です。
Transportation; Subway	2	Some underground stations in Tokyo go as deep as three floors down.	T.ky. no chikatetsu no eki niwa, chika sangai made aru eki mo arimasu.	東京の地下鉄の駅には、地下三階まである駅もあります。
Services; Shopping	2	People can send parcels using carrier services at convenience stores.	konbini dewa takky bin o okuru koto mo dekimasu.	コンビニでは宅急便を送ることもできます。
Activities; Culture	1	In a stressful modern society, many people in Japan seek relaxation in reflexology salons.	kindai no sutoresu shakai ni oitewa, .ku no hito ga iyashi ya rifurekusoroj. o motomete imasu.	近代のストレス社会においては、多くの人が癒しやリフレクソロジーを求めています。
Entertainment; Karaoke	6	Won't you go to Karaoke (with me)?	Karaoke ni ikimasen ka.	カラオケに行きませんか。
Bars (Izakaya); Entertainment	6	I love Japanese-style bars.	Nihon no izaka-ya ga daisuki desu.	日本の居酒屋が大好きです。
Convenience Store; Shopping	8	I'll go to the convenience store.	Watashi wa konbini ni ikimasu.	私はコンビニに行きます。
Entertainment; Karaoke	1	"Karaoke means ""empty orchestra"" in Japanese."	"karaoke to wa, nihongo de ""kara no .kesutora"" to iu imi desu."	カラオケとは、日本語で「空のオーケストラ」という意味です。
Bars (Izakaya); Entertainment	1	Izakaya open around 5pm, and some don't close until 6am.	izakaya wa, t j. gogo goji ni kaiten shi, nakaniwa asa rokuji made aiteiru tokoroga arimasu.	居酒屋は、通常午後五時に開店し、中には朝六時まで開いているところがあります。
Entertainment; Manga Cafe	1	Many manga cafes offer free soft drinks so that people can enjoy a long stay there.	manga kissa no .ku wa, ch.jikan taizai o unagasu tame, fur. dorinku sei o totteimasu.	漫画喫茶の多くは、長時間滞在を促すため、フリードリンク制をとっています。
Entertainment; Manga Cafe	5	I go to a comic café./ I'll go to a comic café.	Watashi wa Manga-kissa ni ikimasu.	私は漫画喫茶に行きます。
Stores; Shopping	1	Dais. has recently started to offer better quality products that cost more than 100 yen.	Dais wa saikin, yori shitsuno takai sh hin o hyaku en ij no nedan de urihajime mashita.	ダイソーは最近、より質の高い商品を百円以上の値段で売り始めました。
Stores; Shopping	2	Don Quijote stores are usually open until very late at night.	Donkih te wa, ts.j yoru osokumade eigy shiteimasu.	ドン・キホーテは、通常夜遅くまで営業しています。
Stores; Shopping	3	The bread sold at Seven Eleven is good.	Sebun-Irebun no pan wa oishii.	セブンイレブンのパンはおいしい。
Stores; Shopping	1	Matsumoto Kiyoshi stores are found in 44 out of 47 prefectures in Japan.	Matsumoto Kiyoshi wa, nihon no zen yonj.nana tod fuken no uchi yonj.yon tod fuken ni shinshutsu shiteimasu.	マツモトキヨシは、日本の全四十七都道府県のうち四十四都道府県に進出しています。
Stores; Shopping	1	7-Eleven has the highest number of convenience stores in Japan, with over 14,000 stores.	Sebun irebun wa, ichiman yonsenten ij no mise o kamaeru, nihon de ichiban tempos. no i kombini desu.	セブンイレブンは、一万四千店以上の店を構える、日本で一番店舗数の多いコンビニです。
Stores; Shopping	1	Tsutaya also sells second-hand CDs, DVDs, books and video games.	Tsutaya dewa, ch.ko no sh.d. ya d.buid., hon, g.mu o kaukoto mo dekimasu.	ツタヤでは、中古のCDやDVD、本、ゲームを買うこともできます。
Food; Culture	1	Pickled plums are usually eaten with rice, and are also a typical ingredient for rice balls.	umeboshi wa, ts j. raisu to issho ni taberare, onigiri no nakami to shitemo daihy.teki na zairy. desu.	梅干しは、通常ライスと一緒に食べられ、おにぎりの中身としても代表的な材料です。
Food; Culture	1	Cut mochi is enjoyed either grilled or cooked.	Kirimochi wa yaitari ry.ri shitari shite tabemasu.	切り餅は焼いたり料理したりして食べます。
Food; Culture	1	Since matcha powder melts easily, it's enjoyed in various ways, such as mixed into vanilla ice cream and in matcha pound cake.	matcha no kona wa tokeyasui node, banira aisu to mazetari, matcha paundo k.ki ni shiy. shitari, iroirona h.h. de tanoshimemasu.	抹茶の粉は溶けやすいので、バニラアイスと混ぜたり、抹茶パウンドケーキに使用したり、色々な方法で楽しめます。
Food; Culture	1	There are glutinous rice-pounding events held locally in Japan on New Year's Day.	O-sh.gatsu ni wa, chiiki de mochitsuki taikai ga okonawaremasu.	お正月には、地域で餅つき大会が行われます。
Food; Culture	1	"Sweet bean jelly is very sweet, so it goes well with a bitter green tea called ""matcha."""	Y.kan wa, totemo amai no de nigai matcha to yoku aimasu.	羊羹は、とても甘いので苦い抹茶とよく合います。
Food; Culture	1	A typical Japanese snack is senbei and green tea.	nihon no tenkeiteki na sunakku wa, senbei to ryokucha desu.	日本の典型的なスナックは、せんべいと緑茶です。
People; History	1	The image of Prince Shotoku has been printed on seven different banknotes in total since 1930.	Sh tokutaishi no sh z ga wa, sen ky.hyaku sanj. nen ik , nanakai mo osatsu ni insatsu saremashita.	聖徳太子の肖像画は、千九百三十年以降、七回もお札に印刷されました。
People; History	1	"In his childhood, Nobunaga Oda was called ""the fool of the Owari region"" because of his bizarre behaviour."	"Oda Nobunaga wa, kodomo no koro, kawatta k d no sei de ""Owari no utsuke"" to yobarete imashita."	織田信長は、子供の頃、変わった行動のせいで「尾張のうつけ」と呼ばれていました。
People; History	1	Ryoma Sakamoto founded a private navy and trading company in Nagasaki.	Sakamoto Ry ma wa, Nagasaki ni kaigun b eki gaisha o setsuritsu shimashita.	坂本龍馬は、長崎に海軍貿易会社を設立しました。
People; History	1	Hirobumi Ito was chosen as Prime Minister four times.	It Hirobumi wa, g kei yonkai s ridaijin ni erabaremashita.	伊藤博文は、合計四回総理大臣に選ばれました。
Weather; Warnings	1	During winter and spring, weather forecasters often call people's attention to avalanches.	fuyu to haru no aida wa, tenki yoh de nadare ni taisuru ch.i o yobikakemasu.	冬と春の間は、天気予報で雪崩に対する注意を呼びかけます。
Drills; Emergency	1	Japanese school children have periodic earthquake drills to teach them how to protect themselves in the event of an earthquake.	nihon no kodomo wa, gakk no hinan kunren de, jishin no sai ni mi o mamoru h h o manabimasu.	日本の子供は、学校の避難訓練で、地震の際に身を守る方法を学びます。
Weather; Phenomena	1	Typhoons and fronts of rain often bring about cloudbusts in Japan.	nihon dewa, taif. ya baiu zensen no eiky de sh.ch. g u ni osowarerukoto ga yoku arimasu.	日本では、台風や梅雨前線の影響で集中豪雨に襲われることがよくあります。
Emergency; Earthquake	7	We had an earthquake last night.	Kin , jishin ga arimashita.	昨夜、地震がありました。
Emergency; Tsunami	6	There's no threat of a tsunami resulting from this earthquake.	Kono jishin ni yoru tsunami no shinpai wa arimasen.	この地震による津波の心配はありません。
Weather; Phenomena	4	A tree fell over due to the typhoon.	Taif. de ki ga taoreta.	台風で木が倒れた。
Music; Famous People	1	Seiji Ozawa became the music director of the Boston Symphony Orchestra at just 38 years of age.	Ozawa Seiji wa, wazuka sanj hassai de Bosuton k.ky. gakudan no ongaku kantoku ni sh nin shita.	小澤征爾は、わずか三十八歳でボストン交響楽団の音楽監督に就任した。
Music; Famous People	1	Hibari Misora is the first woman to receive the People's Honour Award.	Misora Hibari wa, josei hatsu no kokumin eiyosh. jush.sha desu.	美空ひばりは、女性初の国民栄誉賞受賞者です。
Music; Famous People	1	"Kyu Sakamoto's best known song is ""Ue o Muite Aruk."", or ""Walk Looking Upward"", which is known as ""Sukiyaki"" in English."	"Sakamoto Ky no besuto hitto wa, eigo dewa ""Sukiyaki"" to shite shirareru ""ue o muite aruk."" toy uta desu."	坂本九のベストヒットは、英語では「スキヤキ」として知られる「上を向いて歩こう」という歌です。
Music; Famous People	1	Enka songs by Kiyoshi Hikawa sound like a mix of enka and pop music.	Hikawa Kiyoshi no enka wa, enka to poppu no yg. no y.na uta desu.	氷川きよしの演歌は、演歌とポップの融合のような歌です。
Music; Famous People	1	Since their debut in 1999, Arashi has become more and more popular both in Japan and abroad.	sen ky hyaku ky j ky nen no deby ik., Arashi wa nihon koku naigai de ninki o takamete kimashita.	千九百九十九年のデビュー以降、嵐は日本国内外で人気を高めてきました。
Literature; Famous People	1	Ichiyo Higuchi is the first woman whose likeness was printed on banknotes.	Higuchi Ichiy wa, josei toshite hajimete osatsu no sh z ni narimashita.	樋口一葉は、女性として初めてお札の肖像になりました。
Literature; Famous People	1	"Almost all Japanese people have read Yasunari Kawabata's novels ""Snow Country"" and ""the Dancing Girl of Izu""."	"nihonjin no hotondo no hito wa Kawabata Yasunari no ""Yukiguni"" ya ""Izu no Odoriko"" o yonda kotoga arimasu."	日本人のほとんどの人は川端康成の「雪国」や「伊豆の踊子」を読んだことがあります。
Literature; Famous People	1	"Lady Murasaki is best known for her long story ""The Tale of Genji""."	"Murasakishikibu wa, ""genji monogatari"" de yoku shirarete imasu."	紫式部は、「源氏物語」でよく知られています。
Literature; Famous People	1	"Haruki Murakami's novel Norwegian Wood triggered the ""Murakami boom"", with total sales of 4.5 million copies."	"Haruki Murakami no ""Noruwei no mori"" wa yonsen gohyakuman bu o uriage, ""Murakami b.mu"" no kikkake to natta."	村上春樹の「ノルウェイの森」は四千五百万部を売り上げ、「村上ブーム」のきっかけとなった。
Literature; Famous People	1	The Silent Cry is one of Kenzaburo Oe's best known works.	Man'nen gan'nen no futtob r. wa, .e Kenzabur no daihy saku desu.	「万延元年のフットボール」は、大江健三郎の代表作です。
Holidays & Events; New Year	2	I received a gift of New Year's money.	Otoshidama o moraimashita.	お年玉をもらいました。
Holidays & Events; New Year	3	I visit a shrine on New Year's Day.	Gantan ni jinja e o-mairi ni iku.	元旦に神社へお参りに行く。
Holidays & Events; O-bon	1	O-bon is a period of honoring one's ancestors, so it's important to clean the family graves before welcoming their spirits.	O-bon wa sosen o matsuru kikan nanode, sosen no rei o mukaeru mae ni o-haka o soji suru no wa taisetsu na koto desu.	お盆は祖先を祭る期間なので、祖先の霊を迎える前にお墓を掃除するのは大切なことです。
Food; Ingredients	4	I like red beans.	Azuki ga suki desu.	小豆が好きです。
Holidays & Events; Coming of Age Day	1	"On Coming of Age Day, many men and women who are or will be twenty years old by the end of March that year wear traditional Japanese clothes called ""kimono"" and ""hakama""."	Seijin no hi ni wa, hatachi o mukaeru oku no danjo ga kimono ya hakama o kimasu.	成人の日には、二十歳を迎える多くの男女が着物や袴を着ます。
Holidays & Events; Setsubun	1	Devils out, fortune in!	Oni wa soto, fuku wa uchi!	鬼は外、福は内！
Holidays & Events; National Foundation Day	1	In the lunisolar calendar, Japan's National Foundation Day falls on New Year's Day.	Kenkoku kinen no hi wa, kyureki de wa Gantan desu.	建国記念の日は、旧暦では元旦です。
Holidays & Events; Valentine's Day	1	I got many obligation chocolates.	Girichoko o takusan moratta.	義理チョコをたくさんもらった。
General; Shopping	5	I bought a magazine at the bookstore.	Hon'ya de zasshi o kaimashita.	本屋で雑誌を買いました。
Holidays & Events; White Day	1	I got a return gift on Valentine's Day.	Barentainde no o-kaeshi o moratta.	バレンタインデーのお返しをもらった。
Traditional; Clothing	7	I like kimonos.	Watashi wa kimono ga suki desu.	私は着物が好きです。
Imperial Family; Government	1	The emperor of Japan is busy.	Tenno wa isogashii desu.	天皇は忙しいです。
